name,gender,episode,timestamp
ms. ames,F,504,36:12.2
cy jarvis,M,177,04:12.1
aric's dad,M,289,04:22.9
john comarnisky,M,59,10:19.4
firas,M,227,15:47.6
damien mcguinness,M,621,27:03.6
lal,F,393,05:12.6
eddie lin,M,484,19:09.4
woman in scene from dark shadows,F,39,03:53.1
josey baker,M,520,42:35.8
sasha,F,37,24:02.5
jerry walters,M,10,21:40.4
daniel engber,M,589,50:46.8
lloyd cutler,M,260,18:07.9
ruby's father,M,434,02:24.6
matvei yankelevich,M,156,37:12.2
lindsay,F,109,43:45.7
lindsay,F,147,33:25.6
lindsay,F,426,49:24.7
conference man,M,435,32:19.0
bo thorp,M,549,18:07.3
ralph hutchison,M,202,43:42.3
mayor,M,246,21:37.9
george rester,M,195,49:23.4
dan werthimer,M,617,21:20.5
dick buckley,M,53,29:51.8
tobias wolff,M,114,55:22.7
theo,M,474,16:03.2
theo,M,516,01:15.4
theo,M,553,01:16.0
coffee,F,33,06:17.2
dr. mel wilcox,M,505,13:53.7
jim lehrer,M,276,45:14.2
tim chase,M,435,42:20.2
paul brynteson,M,589,51:44.3
mr. chairman,M,363,39:24.6
mike spear,M,427,14:04.5
hillary frank,F,131,47:45.2
rocky,M,400,37:52.5
lenny wheat,M,388,19:37.2
alexis,F,400,38:35.9
alexis,F,554,39:39.4
terrance kelly,M,513,03:18.6
tom irving,M,371,44:58.1
hospital staff,M,347,36:28.9
carlos,M,395,08:04.3
mabel davis,F,199,45:19.7
jillian,F,30,03:49.0
jim squires,M,478,49:45.5
howard chackowicz,M,264,08:23.5
lex cusack,M,427,43:12.8
sue pruitt,F,202,45:42.1
linda perlstein,F,449,07:29.4
mike pesca,M,532,47:55.6
justice peter siggins,M,398,15:38.7
dr. snyder,M,528,51:44.2
shirley robedee,F,282,35:11.8
lynn simpson,F,194,05:05.6
ross allison,M,265,06:48.3
richard perle,M,274,04:56.6
bernard ohmondi,M,503,13:40.3
jane henkle,F,236,16:28.0
alison gopnik,F,188,03:20.6
thomas wolfgram,M,509,48:23.0
glenn loury,M,21,47:46.3
dennis ross,M,531,07:22.7
trent harris,M,181,45:01.3
alida millham,F,478,56:56.0
refugee,M,593,36:30.5
caprice,F,263,00:40.7
dan saluski,M,459,38:23.4
stephen colbert,M,441,11:48.0
chauncey wright,M,540,14:53.4
miriam van wees,F,347,09:04.0
bryan galt,M,491,16:16.4
paul fishman,M,516,28:28.4
aidy bryant,F,576,15:59.1
jonathan menjivar,M,287,26:10.0
senator mel martinez,M,382,18:39.8
josie schmidt,F,270,00:30.4
steve white,M,534,01:41.9
fred michel,M,595,39:49.0
mark sikes,M,589,38:25.4
john,M,39,00:09.0
john,M,108,12:48.0
john,M,151,47:06.4
john,M,197,39:51.6
john,M,224,25:43.7
john,M,326,39:50.3
john,M,341,51:01.2
john,M,359,38:14.2
john,M,388,41:55.8
john,M,435,29:28.3
john,M,445,34:26.5
john,M,449,17:47.4
john,M,462,40:42.3
john,M,502,29:54.7
john,M,594,27:38.6
john,M,612,58:53.1
nigel godrich,M,612,14:28.5
steve davidson,M,38,42:14.1
john perry barlow,M,74,38:14.6
albert,M,191,09:03.8
lillian rodericks,F,170,18:25.8
team member,M,98,00:38.1
bebe,F,184,44:06.0
mother 3,F,119,13:28.3
mother 3,F,364,17:00.2
mother 2,F,119,11:31.6
mother 2,F,364,16:35.3
mother 4,F,119,13:47.8
mother 4,F,364,18:28.4
chris sarson,M,108,33:06.1
sheriff doug deboer,M,219,44:56.5
rich farrell,M,384,00:56.1
voice mail robot,F,188,48:54.5
jean stafford,F,167,34:54.4
robyn semien,F,361,26:29.7
john desmarais,M,441,28:28.2
veronica 2,F,275,07:55.9
veronica 1,F,275,07:47.9
william courson,M,530,35:17.4
angela vassos,F,550,04:13.0
gene cooley,M,522,10:37.3
rula halawani,F,217,45:44.6
lori gottlieb,F,286,01:02.2
ruth kessinger,F,103,21:41.2
toshio tsuchiya,M,529,25:59.6
carol bradford,F,391,11:48.8
scott simon,M,380,25:05.6
sarah vowell's mother,F,58,12:04.2
friend 1,M,130,23:08.2
friend 1,M,395,00:59.5
friend 1,F,549,39:05.0
woman's recorded voice,F,383,48:18.6
male friend in car,M,141,16:52.0
leroy trotman,M,410,42:37.8
germany,M,531,15:06.2
senior center director,F,420,38:08.4
alumna,F,396,12:06.7
jaris king,M,34,09:32.3
carol's daughter,F,39,17:12.1
jabari zakiya,M,350,38:51.6
paul larson,M,276,28:50.9
tums commercial,M,65,48:02.1
lewis de la cruz,M,397,24:43.3
mark dixon,M,466,50:48.3
manny rosales,M,513,41:32.1
asma jahangir,F,229,37:10.8
matthew chasteen,M,276,36:30.4
michelle blue,F,227,56:19.8
cynthia dokmo,F,478,49:38.1
chip mcmartin,M,376,26:39.4
joel kostman,M,73,54:50.7
ernie stirling,M,219,45:31.4
albert donnay,M,319,00:52.3
john reznikoff,M,427,27:13.6
richard kerry,M,241,45:56.9
harry harlow,M,317,04:03.2
dj,M,376,10:56.9
david niebur,M,179,21:00.8
paul balika,M,365,07:27.2
will felps,M,370,00:28.9
don corleone,M,76,07:39.6
mike francis,M,355,13:17.5
janet miller,F,435,35:39.9
female assistant principal,F,538,41:45.4
bradley byrne,M,272,22:13.4
clara dragon,F,388,37:18.1
ray cartagena,M,552,30:01.4
barry miller,M,91,19:59.8
craig haskins,M,186,46:58.6
youth for forbes leader,M,151,44:55.6
mustafa,M,240,41:42.6
mustafa,M,593,08:33.4
gary lapaille,M,16,06:48.4
amy klobuchar,F,608,52:37.9
joan fitzgerald,F,16,51:34.2
steve martin,M,438,35:25.0
peter jennings,M,65,43:00.3
officer kowalski,M,148,44:39.8
kirk primas,M,548,44:07.2
terry worley,F,492,11:01.2
sheila peabody,F,248,39:16.5
claudia perez,F,8,06:32.8
sasheer zamata,F,576,33:57.9
joseph thomas,M,490,20:07.0
rod alba,M,380,23:37.0
carmen delzell,F,35,47:17.6
brad,M,126,07:38.9
brad,M,569,46:45.3
mark arax,M,144,00:17.6
jaya,F,449,38:04.1
greg bluestein,M,599,33:54.2
tony,M,33,05:07.7
tony,M,161,01:42.0
tony,M,337,00:35.8
tony,M,546,42:32.3
joe lockhart,M,338,54:23.9
nancy mullane,F,398,09:17.6
ez malone,M,35,50:53.2
frank gorshin,M,281,17:14.9
truman capote,M,255,38:49.3
edetta,F,388,44:15.2
noel,M,66,43:24.9
noel,M,157,16:37.0
noel,M,312,26:26.7
daniel romero,M,172,18:19.0
roger patton,M,249,05:05.9
donald duck,M,523,44:35.9
robot baby,G,549,31:16.5
cornelia wright newman,F,413,09:56.1
catherine skidmore,F,155,39:53.6
tom joyner,M,100,37:49.1
tv anchor,F,230,57:00.3
tv anchor,M,246,30:03.5
andy tucci,M,388,33:05.2
playing teacher,M,6,07:35.5
jaleel,M,490,48:32.5
segret wilson,M,285,06:53.7
damien karras,M,334,31:54.4
iraqi man 1,M,240,47:53.1
greg stejskal,M,356,49:35.2
c.j.,M,264,31:36.5
natashia townsend,F,542,03:01.9
dick davidson,M,252,40:46.9
president bill clinton,M,91,58:28.2
amtrak announcer,M,370,48:41.1
elefsina,F,498,23:11.0
male navy pier player,M,16,54:11.3
john simpkins,M,138,21:05.8
hank,M,98,52:12.1
hank,M,266,10:27.0
hank,M,500,20:46.2
linda howard,F,93,32:30.3
dr. wade gordon,M,434,05:17.4
news reporter,M,61,36:35.2
news reporter,M,271,20:53.0
news reporter,F,370,13:29.0
charlie gregerson,M,307,00:32.6
nick drakides,M,75,45:33.7
ken moody,M,377,38:59.6
male haitian,M,408,19:00.0
john spiegel,M,204,03:12.7
prospective female employee 4,F,435,28:16.0
prospective female employee 3,F,435,27:42.2
prospective female employee 2,F,435,27:19.4
prospective female employee 1,F,435,26:41.3
gerald clinkscales,M,142,04:59.7
kyle,M,228,06:50.1
kyle,M,509,17:09.3
beppe severgnini,M,455,12:22.1
mark schone,M,138,31:12.6
calvin ollins,M,210,32:09.7
coach reed,M,487,50:52.8
major adam,M,139,54:24.3
kiki munshi,F,336,21:37.6
katie furr,F,538,24:07.4
etienne lefai,M,577,37:07.7
jose,M,184,50:09.9
jose,M,556,29:22.7
photographer,M,97,10:31.4
photographer,M,488,04:14.2
josh,M,169,40:13.4
josh,M,185,07:38.9
josh,M,203,04:13.6
josh,M,528,50:13.9
josh,M,552,00:08.8
david short,M,280,17:59.2
patrica mccoy,F,382,25:55.5
john connors,M,46,24:40.1
steve goldstein,M,174,25:59.6
maya,F,525,43:38.1
tom gjelten,M,195,02:11.7
al oien,M,163,44:57.2
brian white,M,377,11:43.3
barack obama,M,364,32:34.2
aram,M,424,46:46.4
dinner mc,F,355,00:28.4
helmut schlesinger,M,455,05:49.1
trent harris in the beaver trilogy,M,226,07:20.9
cedric jennings,M,105,36:14.1
bobby,M,164,23:50.4
bobby,M,184,38:52.2
mario ramirez,M,8,19:02.1
libertarian 1,M,237,34:35.2
dimitri,M,72,10:07.5
dimitri,M,321,29:32.7
clarence nathan,M,355,05:00.9
joe gillis,M,155,37:31.0
jennifer elkins,F,250,39:12.3
boy 19,M,424,47:32.5
boy 18,M,424,47:31.6
boy 17,M,424,47:30.8
boy 16,M,424,47:29.9
boy 15,M,424,46:06.0
boy 14,M,424,44:49.1
jackie clarke,F,468,00:06.7
boy 12,M,424,44:46.5
boy 11,M,424,44:27.1
boy 10,M,424,42:53.8
nazanin rafsanjani,F,291,02:32.8
bonnie raitt,F,339,10:30.1
jon huber,M,23,30:22.6
judson conway,M,111,01:55.2
jay allison's son,M,223,44:36.8
bill richardson,M,549,50:01.7
young person,F,68,55:54.6
sierra teller-ornelas,F,494,40:22.2
marlena edelstein,F,550,09:10.3
bob cucuzza,M,160,55:54.6
jeff gorell,M,206,27:09.6
raquel hardy,F,550,40:11.8
michael marino,M,414,45:28.7
shannon berry,F,202,19:26.5
edmar basha,M,423,19:12.9
merrill markoe,M,339,56:11.2
jim nowlan,M,251,53:41.8
simone smith,F,474,38:00.0
female anthropologist,F,465,11:41.4
banker,M,418,11:19.8
mark whitacre,M,168,13:35.1
karen bernstein,F,158,25:21.0
yuen yuen di,F,489,07:43.7
lennard davis,M,289,08:28.8
sia woman 3,F,58,23:03.2
protester 2,F,621,02:49.7
protester 1,F,621,02:48.1
paul ekman,M,18,13:58.5
lois,F,399,11:22.9
microsoft mary,F,279,08:14.9
joey degrandis,M,585,42:41.5
ian macfayden,M,546,40:06.8
ed tamley,M,249,49:08.1
aurelie,F,596,10:56.1
richard campbell,M,390,33:22.9
dwight okita,M,7,55:58.1
security guard,M,487,03:53.3
jonathan rivera,M,596,47:41.3
kurt bloch,M,31,43:12.8
computerized voice,M,103,14:50.8
sam vaughn,M,555,27:56.9
jake tapper,M,599,01:11.5
kim sarkin,F,166,46:42.0
jennifer holloway,F,207,07:55.4
graham linehan,M,314,06:06.9
rick mahr,M,564,30:38.6
blair imani,F,602,28:08.5
crystal,F,147,42:37.0
crystal,F,523,11:25.5
andrew ang,M,365,26:48.6
reenactor 7,M,38,02:12.0
sia man 1,M,58,40:41.3
sia man 2,M,58,42:35.8
tommy craggs,M,415,27:47.5
reenactor 4,M,38,00:54.0
julie snyder,F,98,44:41.0
les myers,M,403,15:29.0
chad urmston,M,207,11:04.2
josh glenn,M,97,21:09.1
laurie mutchler,F,482,18:53.7
lisa fithian,F,381,26:15.7
amy rigali,F,245,24:19.8
brent bozell,M,260,03:56.7
joshua carpatty,M,245,18:31.6
yugal saraf,M,217,29:05.7
erica velasquez,F,611,09:23.8
ron rosenbaum,M,399,00:23.7
katherine russell rich,F,425,45:53.9
frank melcori,M,71,38:26.5
tess,F,572,00:07.8
kathleen treanor,F,304,00:07.7
ali latif,M,224,44:46.7
tony cutler,M,417,32:21.6
donna soucy,F,330,27:17.9
classmate,M,230,10:16.4
paige,F,549,31:42.4
dan gediman,M,31,13:40.7
nancy reiser,F,557,44:19.8
david boeri,M,519,50:00.2
alix spiegel,F,43,27:26.0
favio jerez,M,465,14:34.7
robin feltes,F,425,05:02.9
albert d'agostino,M,534,16:24.7
female evaluator,F,261,10:10.2
rodney fong,M,38,07:34.9
aziz ansari,M,559,31:42.4
opera chorus,G,528,12:38.6
tyler cowen,M,373,41:39.0
rich juzwiak,M,389,24:03.1
charles foster kane,M,114,29:35.0
david letterman,M,56,40:42.6
james braly,M,393,34:09.3
geoff kloske,M,136,46:25.9
monica appleby,F,258,44:56.8
charles schumer,M,353,00:28.9
hannah,F,506,05:12.0
hannah,F,621,08:03.3
rob miller,M,280,42:59.4
george cairns,M,252,45:49.5
anonymous,F,211,00:19.6
anonymous,F,476,17:15.2
teen jury,F,48,40:05.1
john b. porterfield,M,207,14:24.8
ben miller,M,249,56:01.1
p,M,547,31:33.4
guy,M,594,40:01.1
judy meltzer,F,619,05:50.4
ezra,F,346,42:38.1
keanu reeves,M,128,22:50.0
lori buxton,F,297,13:27.6
ian spaulding,M,454,45:10.7
courtney barefoot,F,227,56:34.1
katerina margaritu,F,455,31:59.8
ezry,F,610,12:06.2
julia kumari drapkin,F,495,02:50.6
jesse jackson,M,16,15:20.6
lawyer in commercial,M,490,33:58.9
mary kay prucha,F,108,39:17.9
l.b.,M,512,05:18.9
willie nelson,M,185,22:21.2
bryan pease,M,582,09:15.1
susan evers,F,261,41:20.3
florencia woman,F,442,01:37.7
doctor marc feldman,M,149,54:27.5
teacher,M,230,09:01.2
teacher,F,290,04:16.5
teacher,F,549,36:57.3
teacher,F,614,56:00.9
charlotte lackner,F,8,40:08.6
kathy stuart,F,473,00:34.0
city hall employee,M,413,35:56.1
tim colvin,M,311,12:18.3
megan o'flaherty,F,276,25:23.2
pattie burnham,F,523,09:00.8
lauren hallacher,F,503,47:06.2
franklin delano roosevelt,M,413,04:22.3
akio toyoda,M,403,55:20.5
jim nelson,M,78,34:28.0
carol chase,F,199,38:14.3
retiree,F,157,33:07.3
brandi smith,F,344,38:26.9
katherine corcoran,F,36,13:56.3
mckenna,F,449,34:01.1
leiana,F,611,33:35.3
martell hamilton,M,282,02:59.5
angela,F,108,26:21.5
angela,F,622,53:22.8
camper 2,G,341,16:02.3
camper 3,G,341,17:26.4
commissioner,M,44,23:32.4
commissioner,F,398,09:59.0
donald weiss,M,283,36:35.8
karen cassidy,F,223,31:17.9
camper 7,F,341,17:39.8
camper 4,M,341,17:31.2
camper 5,F,341,17:35.5
dan robb,M,26,33:26.1
morgan's father,M,209,00:05.7
john drengenberg,M,576,49:32.9
lawyer at brown,M,490,31:12.9
male relative 2,M,225,09:12.7
male relative 3,M,225,10:25.0
male relative 1,M,225,07:06.2
male relative 4,M,225,10:51.3
andrew salazar,M,398,00:47.2
brenda hamilton,F,255,54:00.2
gage ross,M,514,04:04.9
cal,M,299,48:20.0
male announcer,M,97,58:54.8
male announcer,M,216,58:55.7
male announcer,M,301,58:55.5
male announcer,M,319,57:42.9
male announcer,M,328,58:55.0
male announcer,M,338,58:26.2
male announcer,M,340,31:00.8
male announcer,M,349,58:55.2
male announcer,M,366,57:57.5
male announcer,M,438,59:29.6
male announcer,M,491,10:31.6
dr. joel gold,M,568,00:10.9
natasha,F,341,28:14.9
natasha,F,443,36:26.9
tony owens,M,488,21:32.5
diala shamas,F,471,02:41.7
issei's father,M,597,13:45.7
teen foreman,F,48,32:47.7
preppy mexican guy,M,520,34:47.9
steve bera,M,403,32:09.1
ben savage in boy meets world,M,226,01:53.6
erika yeomans,F,20,00:17.7
mike martin,M,492,20:12.9
will friedwald,M,54,37:01.9
ira glass and fred armisen,G,484,30:55.8
emily whitfield,F,229,24:57.0
lilly torres,F,578,42:58.9
maggie prescott,F,165,05:01.2
mister arthur,M,372,45:30.7
president clinton,M,434,48:53.8
erik johnson,M,489,42:21.8
yeoville man,M,72,08:11.7
rosetta,F,99,35:21.7
rosetta,F,142,20:36.3
aretha franklin,F,541,14:20.8
yolanda henderson,F,573,49:34.8
scott talbott,M,461,14:19.7
bas lansdorp,M,533,46:35.7
donna austin,F,166,18:48.7
john lapointe jr,M,419,02:11.7
stephen lee,M,489,18:45.4
albert behin,M,375,45:13.0
tony luciano,M,534,40:35.3
carl marziali,M,197,07:18.0
nicholas lemann,M,227,34:37.9
janice powell,F,246,56:14.4
ron faris,M,380,21:50.0
foxxjazell,F,190,06:47.2
paul feig,M,198,02:39.9
one of the hens,F,99,33:55.4
pauline maier,F,169,06:58.0
tony gray,M,100,30:50.8
ed,M,276,09:25.6
goose,M,576,19:34.6
david rudis,M,491,00:48.9
al gore,M,151,09:10.6
neal smither,M,164,09:50.7
jessica robinson,F,159,28:17.7
scott richer,M,128,24:00.3
patrick walters,M,404,34:36.6
paul mccartney,M,8,00:03.8
ben myers,M,23,24:26.9
lahkani's translator,M,387,19:43.8
tracy roland,F,368,02:12.5
mustang man,M,555,12:38.4
sarah turkisher,F,109,13:31.9
edgar evans,M,218,25:35.5
carl,M,265,49:01.4
carl,M,594,27:26.4
baraa,F,592,36:54.5
clyde lasley and the cadillac baby specials,G,148,31:58.5
les roberts,M,300,07:45.4
kid 10,G,422,23:19.0
lindsey,F,273,50:53.7
lindsey,F,553,49:26.2
lindsey,F,557,53:07.3
melody souter,F,318,18:05.8
roger vice,M,265,00:35.3
council member,M,621,04:47.3
zac,M,603,03:24.0
laqonna anderson,F,518,33:52.7
uncle lenny,M,599,08:35.3
ginger griffith,F,177,11:30.7
ibrahim hooper,M,322,01:16.5
howie chackowicz,M,188,19:14.5
jeff perkins,M,161,29:03.3
scott miller,M,263,06:51.3
alexandra jacobs,F,299,00:08.7
maurice possley,M,210,04:18.1
charles duhigg,M,366,24:04.6
patrick mchenry,M,325,48:11.5
mildred norman,F,483,10:51.3
bob kosberg,M,133,05:25.2
ben bernanke,M,382,16:39.9
mike rothbart,M,212,10:22.3
brat jones,M,218,26:13.2
mrs. miller,F,275,32:54.1
jim holperin,M,439,26:41.7
sara mohammed,F,557,55:27.6
shmuel,M,428,28:25.2
angel,M,498,23:00.1
charles aaron,M,56,47:52.5
multiple girls and boys,G,147,12:25.4
jose ramos-horta,M,100,47:55.2
rick clark,M,504,03:15.1
daryl watson,M,483,08:42.1
mit competition annoucer,M,412,10:57.9
kayo dugan,M,211,34:22.1
steven anderson,M,456,09:49.7
charlotte word,F,210,01:30.7
bob mcdonald,M,360,11:50.3
dr. mark westhusin,M,291,37:32.5
ruby held,F,163,24:18.2
gary loveman,M,466,46:50.8
michelle,F,319,08:49.2
michelle,F,462,05:40.3
michelle,F,622,44:04.3
bill o'reilly,M,26,54:35.4
steve zimmelman,M,275,47:54.4
harry reid,M,435,01:39.7
dayna hardin,F,109,38:41.2
kitty felde,F,40,41:18.8
9-1-1 operator,F,452,19:22.5
haskel levy,M,376,43:13.2
nick maritato,M,341,07:36.3
abraham,M,576,14:30.7
brandon bies,M,595,39:30.5
jason minter,M,342,07:22.4
nick's father,M,187,49:51.2
mike palleschi,M,225,33:13.3
lisa greenbaum,F,550,02:46.5
dave johnson,M,506,03:39.0
jonathan morris,M,178,39:12.5
paul horowitz,M,617,13:19.1
mary viles,F,577,17:48.5
mark levinson,M,303,43:36.5
pumpkin,F,389,27:16.5
scene from friday,G,58,48:21.4
breyten breytenbach,M,119,56:21.5
yelena,F,504,53:32.3
samuel,M,565,02:49.7
kenny beckman,M,199,01:56.6
moxie,F,557,05:54.0
debbie nathan,F,540,22:17.8
amanda,F,69,00:11.3
amanda,F,209,03:41.4
amanda,F,269,12:52.6
husband,M,528,16:25.9
vana taylor,F,271,49:20.0
albert ellis,M,540,49:02.6
neil drumming,M,573,17:52.0
yosef lipschutz,M,347,27:57.7
robyn semian,F,513,08:57.2
stephanie taylor,F,434,38:15.5
janet,F,478,17:25.5
lisa pollack,F,296,51:18.6
keith matthews,M,434,40:37.2
betty barns,F,439,08:35.5
jonathan goldstein's mother,F,257,18:25.5
sylvere,M,95,08:28.6
erin einhorn,F,221,00:19.7
lindora,F,498,22:42.8
female caller,F,39,49:35.1
female caller,F,90,48:32.6
female caller,F,195,52:39.8
david nevin,M,497,09:45.3
javier,M,50,40:53.5
gideon yago,M,335,07:56.9
mona,F,622,36:11.7
voicemail,F,276,17:00.0
michael greenberger,M,260,39:16.2
richard dzina,M,423,35:52.4
paul kelly,M,287,29:03.6
steve cohen,M,524,51:35.6
dad 2,M,481,27:53.2
dispatch,F,172,50:41.4
dad 1,M,481,27:25.8
homesick girl 1,F,109,00:13.5
homesick girl 2,F,109,00:15.7
ghost hunter 1 on tape,G,265,09:23.6
oliver,M,35,37:40.0
dr. gerald hickson,M,277,53:19.9
carey,F,330,57:32.6
amy mackinnon,F,319,38:14.1
eric dezenhall,M,160,33:35.8
vivian paley,F,27,48:46.3
nikos,M,593,40:07.1
khusen taramov,M,519,21:41.6
sofia pereira,F,578,45:18.1
charles lee,M,292,09:07.0
jim mcmanus,M,432,00:27.6
dave balsitis,M,206,40:14.1
mike farrell,M,182,20:52.0
wendell young iv,M,367,38:32.1
peter laundy,M,236,35:32.8
dr. bill latour,M,490,31:54.5
kenya,F,313,03:24.1
thomas sullivan,M,382,12:31.0
joy cardin,F,61,38:14.8
rosina salerno,F,279,47:45.1
lisa pollak,F,267,11:28.0
marcus ewert,M,546,26:55.8
mona simpson,F,70,28:39.5
peter henry,M,410,57:31.9
jonathan goldstein,M,188,08:52.0
rebecca stern,F,109,13:40.8
david pritchard,M,404,45:20.7
dave shoe,M,266,03:46.1
paul's sister,F,65,51:40.8
matt joseph,M,61,36:09.5
ruth tracy,F,492,03:16.9
female reporter,F,210,09:33.6
female reporter,F,376,36:39.9
female reporter,F,402,35:12.4
female reporter,F,455,48:23.4
female reporter,F,473,39:04.1
jack's mom,F,15,12:23.4
karen hahn,F,266,43:23.2
elizabeth joseph,F,99,47:46.3
arthur phillips,M,337,57:24.4
ghost hunter 3,G,265,16:43.7
ghost hunter 2,F,265,14:52.9
ghost hunter 1,F,265,09:09.7
conrad burns,M,161,28:08.8
alissa,F,341,52:16.3
alissa,F,400,58:43.8
josh's mother,F,500,24:54.8
valerie leonard,F,350,35:34.8
jeff ohm,M,348,00:33.3
allison musgrave,F,172,17:10.4
william cimillo,M,539,00:32.6
kevin oliver,M,452,28:29.8
barbara clinkscales,F,142,03:38.9
tuti sanborn,F,611,14:45.5
walt strommer,M,71,00:15.9
maria jones,F,350,32:26.9
daniel johnson,M,409,00:18.7
amy,F,247,41:45.2
amy,F,332,52:40.0
amy,F,434,56:41.4
conference woman 2,F,435,32:28.3
conference woman 1,F,435,32:11.7
nell hurley,F,432,34:01.8
rebecca,F,99,00:12.5
rebecca,F,188,01:14.3
rebecca,F,401,10:55.8
rebecca,F,562,23:53.5
rebecca,F,605,00:29.7
christine arianne,F,236,33:32.9
duke fightmaster show announcer,M,421,13:01.0
aaryn zhou,F,595,00:38.0
tom murray,M,377,25:44.8
iago kier,M,350,11:07.0
mr. popcorn,M,25,16:11.3
felicia grumet,F,382,37:15.1
karen hutt,F,8,25:48.1
zach barnett,M,493,00:37.2
james womack,M,403,51:51.0
drinking companion,M,485,11:40.5
tom wright,M,234,43:26.2
eddie,M,172,05:01.5
judy savage,F,92,39:50.0
school nurse,F,264,50:05.7
carmen rivera,F,102,19:56.9
finley campbell,M,8,38:15.9
hope tyrer,F,621,21:56.3
phil gordon,M,192,36:06.1
phil neisser,M,478,21:57.5
duane traynor,M,260,13:33.8
mighty duck,M,266,25:33.7
assembly,G,272,22:16.2
baher azmy,M,310,18:27.8
david mccullough,M,237,35:50.4
shayna,F,509,25:35.1
jonathan bradley,M,157,06:31.7
uwe reinhardt,M,391,50:26.3
allison roland,F,550,05:28.5
egyptian man,M,227,19:28.5
paul fischer,M,556,04:42.3
frank rigg,M,167,07:36.4
igey,M,535,49:26.4
charlie brill,M,281,07:01.8
marilyn snell,F,135,19:39.6
operator,F,333,00:08.0
operator,F,441,28:01.6
operator,M,543,42:02.8
operator,F,550,12:33.5
playing southern student,F,6,09:49.9
cate,F,183,01:01.4
mr. switzer,M,40,32:13.1
jeff mason,M,548,15:07.5
vanessa rae,F,335,09:49.8
lupe castillo,F,434,27:23.2
joel meyerowitz,M,71,06:54.7
shane fletcher,M,151,08:56.3
david rivera,M,435,03:24.6
don glynn,M,101,25:42.9
dick fuller,M,403,41:14.1
freddy,M,33,11:33.1
jackie grimshaw,F,84,00:09.7
miguel,M,8,12:56.3
miguel,M,345,26:58.1
faraz,M,416,54:48.7
ed alonzo,M,619,52:48.8
straw purchaser,M,81,46:57.6
octavio sanchez,M,483,32:39.7
border patrol agent,M,608,36:13.0
marion macpherson,F,248,51:12.4
ray williams,M,211,55:39.4
thomas kilgaren,M,395,13:54.0
steve mona,M,309,49:13.2
stephen glass,M,57,50:25.4
sarah vowell,F,31,40:14.7
jonathan manjivar,M,559,33:48.3
mary clode,F,245,09:58.0
michael paterniti,M,116,20:10.0
gary bauer,M,217,35:05.9
actress 1,F,157,16:08.3
actress 2,F,157,16:58.6
cardiologist,F,46,19:28.9
cameron,M,228,05:55.4
mike wallace,M,428,23:25.0
kaaron,F,512,08:00.8
griffin,M,103,05:30.7
bob harbison,M,477,43:48.7
danielle,F,3,00:32.6
danielle,F,44,00:26.8
danielle,F,172,37:11.8
danielle,F,252,00:24.9
elias,M,516,03:30.4
elias,M,553,03:31.3
elias,M,557,52:49.5
richard leo,M,210,46:08.6
vermonters,G,237,35:16.8
katerina maliotaki,F,592,55:07.2
katerina maliotake,F,592,52:09.9
qad representative,M,414,42:44.4
candido,M,226,32:21.5
rob goldman,M,400,22:10.3
howard moneth,M,157,08:45.1
biba struja,F,598,00:04.4
kathy pekrul,F,379,02:00.1
josh martin,M,431,10:02.6
tami sagher,F,198,27:54.1
andre lara,M,423,20:18.0
sandra fisher,F,291,29:40.2
friend 2,M,130,23:43.2
friend 2,M,395,01:02.2
friend 2,F,549,39:05.5
friend 3,M,130,24:40.5
friend 3,M,395,01:03.4
friend 3,F,549,39:11.0
friend 4,M,130,25:49.1
sarah vowell's mom,F,129,08:22.8
nicholas kristof,M,454,53:44.8
bob megna,M,410,14:50.6
zach fishbain,M,186,48:01.9
london bach choir,G,518,30:25.8
june davis,F,67,39:39.7
iran,M,217,24:32.8
robert dowds,M,326,13:10.3
front desk,F,528,03:28.4
jenny slate,F,422,32:49.5
alex lane,M,315,08:07.8
soldier,M,217,16:52.8
soldier,M,240,46:34.3
soldier,M,254,16:22.4
soldier,M,266,03:53.7
soldier,M,340,34:36.6
soldier,M,429,09:12.1
soldier,M,493,06:38.3
santa nick,F,371,23:05.7
rory,M,606,01:19.9
cathy,F,460,06:44.5
cathy,F,476,38:07.5
cathy,F,490,43:54.2
cathy,F,509,17:57.8
benjamin wittes,M,609,50:20.4
robert crooks,M,309,24:33.1
trainer,M,595,41:39.9
mohawks,G,109,06:04.5
trainee,F,533,00:52.7
judge randy frye,M,490,38:24.4
major adams,M,34,48:22.3
jan hartman,M,231,42:49.2
mark kieffer,M,459,04:23.7
electronic british female voice,F,533,46:10.5
suzanne manning,F,159,30:03.0
zora,F,178,22:42.6
zora,F,508,21:10.3
john landdeck,M,277,43:20.1
terry sweeney,M,11,35:35.5
chuck wojslaw,M,32,06:23.0
anthony pollina,M,237,41:23.4
ronn lucas,M,153,00:43.0
adam felber,M,261,33:54.1
kendra,F,265,09:59.5
lane rolf,M,333,03:00.5
wassim,M,229,32:32.8
sheriff's department phone operator,F,452,15:40.2
eustace conway,M,111,00:12.4
julian mccullough,M,422,44:10.6
nina,F,108,15:49.0
kyle tasker,M,478,33:37.5
ted widmer,M,246,01:26.2
tim conaghan,M,371,22:13.3
huey's grandfather,M,203,18:45.8
male officer 2,M,498,01:36.8
male officer 1,M,498,01:14.9
robert hemphill,M,431,14:46.1
robert lipsyte,M,149,00:07.3
town resident 3,M,263,24:40.8
